Dim_1	Dim_2	YTest	Model
0.9150641845527985	-2.331896170322889	1	1
0.5796932466547451	-2.331440063382025	1	1
0.8934285173081571	-2.192073720889059	1	1
1.687244843326432	-0.9997522717318057	1	1
2.8237534238070805	-2.930265664741712	1	1
1.7966775265776629	-0.2780145519594909	1	1
0.11051616067441947	-1.0525904099837957	1	1
1.1845707459701447	-0.8249925367670577	1	1
-0.7698612222744818	-2.1409014034408274	1	1
0.9437621689738893	-1.7834805158521991	1	1
1.3695176273072804	-3.1532941700369372	1	1
1.3521559471240583	-1.2569625692465662	1	1
1.286344335250576	-1.9980370671808916	1	1
1.9298134530295712	-1.9953327808312664	1	1
-0.2573222626815054	-1.8266776220565784	1	1
1.1148877943949909	-2.5823984234532324	1	1
0.3393658754993507	-0.403097716856479	1	1
0.8119215009627915	-2.575857951300334	1	1
0.6215554623361669	-1.2965626533181225	1	1
0.8064794476778948	-3.813999938738424	1	1
0.4601892998456894	-3.1010863750368656	1	1
1.5601884410062343	-4.1339675083987135	1	1
1.8527276804382535	-2.6695584443890055	1	1
1.6833245591281316	-3.1479420175583837	1	1
0.44020234726697616	-0.2725981250185513	1	1
1.4304645962014737	-3.1571729138909146	1	1
1.9275419962760845	-2.67348440573259	1	1
0.7988648368721892	-0.4710456916796891	1	1
-0.3240414666740121	-0.7012449145733021	1	1
-1.0098490604613997	-1.4502652122928263	1	1
0.09529346474961176	-2.612637076997274	1	1
2.129267842341101	-2.073894721394232	1	1
2.365347503756852	-2.143354683400596	1	1
0.05770753578991132	-1.6714885740963454	1	1
-3.144797200261268	-0.01967320377059244	2	1
-2.640542393352488	0.043940856680943344	2	1
-3.0519746723860663	-1.3032542855135425	2	1
-1.7452017752782427	-0.6691329498759829	2	1
-2.3080751110265414	0.17188983603867744	2	1
-2.9051475352223473	-1.683574864473807	2	1
-1.0899631833085868	-0.9634452230319164	2	1
-2.7364017567582635	-2.787182076818539	2	1
-2.2986523060639126	-1.789662518735469	2	1
-1.376005662386506	0.04083355310169889	2	1
-0.8898541508123489	0.7071782984428621	2	1
-1.3336610924572343	-1.5466013733176076	2	1
-5.028521146993524	-1.9034034267315516	2	1
-2.530661372083889	-1.7735915751697282	2	1
-3.8359703183890446	-0.5592785965867489	2	1
-1.8893917670605043	-1.1792339277588668	2	1
-2.0902985522435027	-2.058755293641616	2	1
-3.818095141613031	0.15290014987218695	2	1
-1.3215909809260713	-0.43665503985564996	2	1
-3.127795336763484	-1.6603618537292362	2	1
-3.0630000005299376	-0.9549003493446109	2	1
-2.754217842015741	1.1069880114065864	2	1
-4.343906178342807	-3.0469348622465424	2	1
-1.7085420656406178	-0.18369598401016707	2	1
-0.6160118329191511	-1.8419513512677075	2	1
-0.5473733279997796	-1.967037098589831	2	1
-2.56450957811393	0.7528037859987029	2	1
-2.696697437624164	-0.999777884159612	2	1
-1.3003043976265112	-1.4330666298942563	2	1
-0.9557561473475464	-0.580680673116431	2	1
-4.1939743513264816	0.18343075155617225	2	1
-2.980418641364729	-0.3125763308638233	2	1
-2.4028029664992694	-0.3636721426221348	2	1
-2.1508971722435004	0.4132732215188845	2	1
-4.218608320361563	-1.6324798322252967	2	1
-2.8376607339039235	-1.8354071610016445	2	1
-2.362638285601528	-1.8079491964447527	2	1
-3.2499526222257407	-1.4011436753408857	2	1
-1.5547261592808932	0.5903452890100245	2	1
-0.17395234938914572	-0.4291461705150291	2	1
-2.339012586860898	-2.1123868305748044	2	1
-1.900102638581651	-0.4820138792088449	2	1
-2.2811048379602	-0.6083444287686939	2	1
-3.6924654884197894	0.735935848423965	2	1
-3.5379935561034266	-2.9255131881753953	2	1
-0.5540333166578693	-0.8721724145197297	2	1
-2.7946660080992842	-0.4874443610610331	2	1
-2.1611811761046877	-2.552673731842466	2	1
-2.0168197751754557	-1.3353240633845553	2	1
-1.9017689664643154	-0.7589631668654657	2	1
-2.156707157501129	0.8733854179717845	2	1
-1.344986081196956	0.30972902833907423	2	1
-3.5100692887258385	-0.8702916063156666	2	1
-1.4229280050885582	-0.0760157705247376	2	1
-1.8549951757927972	-0.3738603829082985	2	1
-2.7034355044030605	-0.5586112561865202	2	1
-0.6340854564094037	-0.11609251255249586	2	1
-0.4016475772738911	-1.2835564993089752	2	1
-1.0667796837024244	0.4011064315299152	2	1
-2.8897150610052633	0.15327180065687132	2	1
-0.8088067671311411	0.17687699253347644	2	1
-2.2620827154670797	-0.7657589021586313	2	1
-2.9655070242383106	-1.7143498595096294	2	1
-4.194019643563096	-0.5778360338792937	2	1
-0.28808782557027257	-1.0016131442253677	2	1
-2.7617501535996616	-0.28484455559352145	2	1
-0.9656907898607421	1.425165995677516	2	1
-1.6393940634857327	-0.7939170869846162	2	1
-2.55633554753538	-0.266749260705627	2	1
-2.7836833378262638	-0.8401855473190486	2	1
-3.7570729750577883	-0.31634186102878864	2	1
-1.4115599749427528	-1.0741391540411853	2	1
-2.479316697061214	-0.7441836827990627	2	1
-2.753252269907709	-1.4965625260603277	2	1
-0.7195940635861628	-0.5420327256716513	2	1
-2.6643466690098903	0.41552249762594773	2	1
-2.2102039750781772	0.10411951880977025	2	1
-2.320064542630897	-1.8901848714616274	2	1
0.7593421009582138	-1.313916182705105	1	2
2.561769176685308	-0.48085348263353833	1	2
0.1829139013691334	-0.21243417594209632	1	2
-1.2594655402538273	0.3227959714144621	1	2
1.0297872379551074	-1.6417359858478167	1	2
-0.41030488006782	0.14615540045057332	1	2
2.1355885096405527	0.8636216946657767	1	2
-1.842809880553116	0.9403975228278267	1	2
0.27753560893490464	0.6883621563255052	1	2
1.6388880712943636	0.5132894512433013	1	2
-1.4803931575295417	-1.053095576145741	1	2
0.9907913782134795	-0.6194980650412366	1	2
-1.3145476800078852	-0.7432599336204248	1	2
1.9764834816377115	-1.8483639588595577	1	2
-1.4285339061108202	-0.07688245420945239	1	2
2.4981264088460162	0.3566151323527872	1	2
0.10024988742180917	0.20732477744212496	1	2
-0.1228680774608248	0.6635661719956755	1	2
-1.6496399906892338	0.8625960562916948	1	2
-0.35099292865157294	-0.4168346297808168	1	2
1.3207194391370631	-0.23343314059604275	1	2
-0.09884142732169139	0.18181268806697182	1	2
3.349250109390791	-1.303320061399664	1	2
0.4065307445035228	-0.4710952701778794	1	2
0.9702258945724501	-0.6844647954403171	1	2
0.7415656872149037	0.6922769388450551	1	2
1.1281447381200578	0.41004715611215187	1	2
-1.391963205269169	-1.1610193898523782	1	2
0.2358700701762072	0.9943206835136735	1	2
1.372108421048435	-1.6973104932204939	1	2
-2.0163029492740017	0.08999693768977536	1	2
-0.5520134708923192	0.34851362001581976	1	2
-1.9528516117815422	1.053976232837008	1	2
1.234838696262066	1.4815706249776694	1	2
0.030289777863915894	0.3977819167228371	1	2
1.1906481822623312	1.2264034244263475	1	2
-0.25352761515238614	-0.41729560651016906	1	2
0.1356413910296595	0.6638410098794931	1	2
-0.02145840943070837	0.5084856195521995	1	2
0.31929591158673953	-0.7767923291967982	1	2
2.029950601285549	0.052898503368496	1	2
-0.008351132839830036	1.4299746576353183	1	2
0.7882196216286873	-0.6664624522328454	1	2
-0.8752791214084438	-0.4491029651125403	1	2
0.24176028553361584	0.5924887043641084	1	2
-2.030089154318392	1.6060805719606832	1	2
-1.5763576156708123	-1.0051447467473	1	2
-1.4354306359642421	0.6383507357974886	1	2
-0.35590361360547995	-0.013937476697717447	1	2
1.565525859130455	-0.8557204276053806	1	2
-0.9913454761687833	-0.08605342901243646	1	2
0.1248412564056871	-0.22097683605145166	1	2
-0.6256651055065977	0.21292284069629477	1	2
1.655598002681113	-0.16535757440469862	1	2
2.6215504578452413	1.8720447803461682	1	2
-0.5235877894404267	0.34503987155917254	1	2
0.6815320732532419	-1.009478407836983	1	2
-0.6065477202284867	1.4369389648774848	1	2
0.7578194458901473	-1.2090645687334785	1	2
1.0377249701511917	1.0914732213111096	1	2
1.8659356803938545	-1.082305265805248	1	2
1.5257006439179057	-1.8053697873465637	1	2
-2.3850388577673654	-1.4305777618637563	1	2
-1.235647497717449	-1.8724997065902846	1	2
0.5655399218939706	-0.22004553035806745	1	2
-0.21412716393181308	0.1178478682713428	1	2
0.5893592653408442	-0.11175914892540773	1	2
0.6948121369713663	-0.6442766222026349	1	2
-1.487396799138016	0.32826085354812834	1	2
0.24138652786450882	0.24425023458480372	1	2
1.831694822191918	0.27842849504417383	1	2
-0.4496108834674088	-1.182423257312664	1	2
0.18420837779556526	0.4434323458884897	1	2
0.7674073440900178	0.28771171554224606	1	2
-0.299492801612779	-0.06422799816173391	1	2
-1.183329732813461	-0.6641331567729314	1	2
-1.3525485586845885	-0.020474906957937654	1	2
0.8945159365383387	-0.2756403933449927	1	2
-0.6087919821910542	0.5783277013184932	1	2
-2.653598984095681	0.5882117352270833	1	2
3.126703490754293	-0.1857795394290388	1	2
-2.0449153538564566	0.09264146778357961	1	2
-1.1112476884720297	1.5154559506561762	1	2
0.22364612608679083	-0.5162330931575911	1	2
0.6840795886286807	-0.2439929749263838	1	2
0.2417126826694076	1.3422037265718265	1	2
0.0010956454070419966	-1.6411552169621162	1	2
0.7474549178141058	-0.691693973676768	1	2
-0.34663809720144323	-0.3465794371073574	1	2
1.30298670257771	-1.392318019136395	1	2
-0.048338351720264655	0.8301588859762697	1	2
0.6877195648684954	-1.180446006661929	1	2
0.9116496738669727	-0.4708129271371811	1	2
2.4032871621441565	-0.3566759916623618	1	2
-0.6953359291277255	0.8552996235947845	1	2
0.08738975365309519	1.3020173129074202	1	2
-1.8793354471860686	0.7188413812534035	1	2
1.0409730606650158	1.116582623264666	1	2
1.3935346182021677	0.4593337268162049	1	2
-1.3198268717741561	1.1295920173933416	1	2
1.2962978842325195	-0.6372243685026405	1	2
0.44694051231586274	0.705647118746488	1	2
-0.5410782667992852	0.7391951861304651	1	2
-1.7638037635934145	-0.35223061232112335	1	2
-1.8594193042496663	-1.53845592525566	1	2
-1.498341217273224	-0.6110984345628812	1	2
2.5297061648086383	-1.4472886572165609	1	2
-2.0721101769235513	1.139090324324243	1	2
-1.056515947427379	0.5591155793832082	1	2
-0.5633223487977982	-0.761523613493698	1	2
-1.3765719237475185	-0.1537090831945341	1	2
2.6299999052834573	0.9442938058845116	1	2
-1.6627723000979586	1.7710667783570728	1	2
0.4693835341557156	1.7947988607657108	1	2
-1.8436542796037594	0.32926148001452793	1	2
-4.070157656767543	0.05411899148919187	1	2
-1.0979425137178307	0.34882799148119664	1	2
-1.9213669896214125	-1.2204882342203685	1	2
-1.357378219201161	0.6184312205773017	1	2
-0.5120632813898682	-0.36517507490391016	1	2
0.6686741398693156	-0.5635002521415602	1	2
0.2925572372602606	0.6375889936443049	1	2
-0.34626115711789773	0.45293977969567495	1	2
2.4800279758965953	-3.4509774339102353	1	2
-2.444218521369851	-0.039276223347147046	1	2
1.9859860904293145	-1.2921332256199844	1	2
-0.052102162362561016	-0.23213914369263053	1	2
1.3828818964640077	0.044590872009433555	1	2
1.226598031905443	-0.43930331657647637	1	2
-1.7578844683770152	-1.3691617310482873	1	2
0.8399715158977654	1.1458997577689993	1	2
-2.04173698251919	-0.07103678500702226	1	2
-2.7505247411181513	-0.7858344163001975	1	2
-0.7252809240476517	-0.469802043813273	1	2
1.4192503795391533	-0.7099222365073962	1	2
-2.69457349618432	0.8449082334470256	1	2
0.3810378921900753	-0.2092364105049876	1	2
0.7171701812792322	1.9984053123347152	1	2
0.9468039166909102	0.8336611414166838	1	2
-1.8599376729538746	0.394664461808341	1	2
2.8408956814279596	-0.27437188209049646	1	2
2.667713443460467	0.6860877320060159	1	2
1.1965138225768113	1.043479213444462	1	2
0.3567657367157895	1.6664030301426673	1	2
0.14059613364219262	-1.5362944474734026	1	2
-0.08293291348819498	-0.9987073412142347	1	2
-0.6922290991972786	-0.9302931988524388	1	2
-0.1009973298842957	0.5042260030678246	1	2
1.2644730549158019	-0.43665155029710523	1	2
0.9105120787816651	-1.0503073487096313	1	2
2.2943392283896937	0.3399469235435437	1	2
-3.9051136132590165	-0.12257389200634763	1	2
-0.7265867892642492	1.1680890933057901	1	2
0.007972146349653104	-0.5469917002306083	1	2
-1.6751150056191377	0.3601193311065907	1	2
0.30337183105713916	1.036211013711739	1	2
-0.4595414115260411	-0.5035192175734069	1	2
-0.558102700703131	0.13448990025610505	1	2
-3.2861339352762746	-0.7324922617158063	1	2
0.6551270633476464	-1.2947784513447085	1	2
2.6867419592500545	-1.0484210388296247	1	2
-1.239698355688661	0.008850923136692238	1	2
1.940571896714499	-1.5167677747431456	1	2
0.8931917097403598	-0.44997479320735995	1	2
-0.14883334209905336	-0.9193929138693692	1	2
-0.8681925616572749	-0.15468782710442858	1	2
-1.6041809896522214	0.1195120741574781	1	2
0.8565387634401849	-0.18896467048565857	1	2
-0.2027877866310815	-0.8813899073766692	1	2
3.9828293260236545	0.13934294619707088	1	2
0.1587916193309284	1.2629517206607253	1	2
-0.8886709564333757	0.3368541917219825	1	2
0.24144649291007464	0.9799524716054593	1	2
1.8901515066819847	0.1950836182465011	1	2
0.21043663641200547	0.5414453858292626	1	2
-0.29981448974111125	0.8288978178890382	1	2
-0.43256548664454886	-0.833395014459275	1	2
1.28708426939279	-1.1538465163238383	1	2
-1.828665809145791	-0.07062266462272707	1	2
0.032913520850245424	-0.8951116242791732	1	2
1.1438079533315437	0.6881340077955844	1	2
-0.21391887512108662	1.5071906588511086	1	2
-0.9760053454464338	0.42223568802413847	1	2
1.8596577424274294	0.5689681210434665	1	2
1.7515749340197326	0.8493951502713515	1	2
-2.324784281518493	-0.7630043323515365	1	2
-0.8123329797002906	-1.9348062683149625	1	2
0.28559668913441727	0.5208188658357715	1	2
-1.1189458552792437	1.0247434969979556	1	2
-0.08240653781292351	-1.2335641360056004	1	2
0.9244532365120265	-0.2199889236942497	1	2
-1.6827234926489205	-0.1615537167717793	1	2
-0.6899496604355914	-0.5384244780661913	1	2
1.1723371449971056	1.1460447825469415	1	2
-0.017353113737852026	0.3563601385170711	1	2
1.2505236634772121	-0.32968184129024924	1	2
-1.1721881464907136	1.421093751323093	1	2
1.4029039669447176	0.20522880067191124	1	2
-0.9931513444343244	0.4487308410257755	1	2
0.16202021627295557	-0.3372414527245032	1	2
1.184781188386891	-0.46531913500081884	1	2
-0.5950273293770669	-0.49454530392353574	1	2
0.5916617580870926	0.39879586844120674	1	2
-2.051798305576805	0.027598372090345123	1	2
1.3121075681005236	1.4034279851635973	1	2
-1.0586655028139413	-0.06411044319973609	1	2
1.9339039668262603	0.6474902779555505	1	2
0.5474909081863827	0.25827306062459143	1	2
0.04385609438794574	-0.8415278327398303	1	2
-3.033360094684189	0.8547852813508332	1	2
0.8527324693484983	-0.05543302833544593	1	2
0.5382950234702522	-1.0132248682901595	1	2
-0.10484610109512259	0.16691424010697303	1	2
-0.2333897696379844	-0.2752390879873795	1	2
0.6569692107051621	-0.5795363588975412	1	2
0.8681124671135997	0.7409135201676244	1	2
-0.10472247566095073	0.38540981969148497	1	2
-1.5543722096080432	-1.1884897094593267	1	2
-2.280436445602549	0.9880471378548841	1	2
-0.8690263333385038	-0.9370281460063452	1	2
-0.4731900851938515	0.43725098417078617	1	2
-2.0164907263728	-0.16778494729793347	1	2
0.5455085296028832	-0.6779815026060275	1	2
-0.24027809882117535	1.594139097647234	1	2
-0.20337584108556633	1.7303682846594792	1	2
-0.7197920649243245	0.3754303613434688	1	2
-0.7863603435280938	1.1949239867426564	1	2
-2.0026499107417335	0.5135265187712894	1	2
-2.5905842799059857	-0.07384009916038355	1	2
-0.49521035076633935	0.22756857120250684	1	2
1.4134209811003278	-0.3842048306726612	1	2
0.4829170216721858	-0.5489160639885752	1	2
-2.061723543341425	-0.38767949591174744	1	2
0.7392083397112272	-0.1355753096171653	1	2
-0.08942799856611085	0.7780987792382982	1	2
-1.4968563008509794	0.267521940848654	1	2
-0.26675354273833757	1.2102488239272533	1	2
0.15204845699248132	0.1653287830529355	1	2
-2.737277587599578	1.366472542783197	1	2
1.2063599453394411	-0.13487768132779776	1	2
7.156972952222836	0.4582853358359992	2	2
4.333649440602632	0.4807804103155737	2	2
9.409716114230825	-0.7292885369077581	2	2
5.637655903916017	2.008840855002924	2	2
7.891073949204403	-0.2873525338550675	2	2
2.895859093523409	0.8049867648109016	2	2
1.2514038332946968	0.6085642005815419	2	2
5.3965575450362	-1.7867770924212143	2	2
3.9948263843725864	-0.07516432345830529	2	2
3.071635058243249	1.3967188463072961	2	2
3.395724905227227	-1.1090365633879244	2	2
6.867566874390048	-0.8304674882197122	2	2
4.733544070533075	-0.19231792972732348	2	2
4.523732836572359	0.6831837614549742	2	2
5.844021542068781	0.3327423469545798	2	2
7.332405940245666	1.019659367416418	2	2
5.598545080008984	2.099793924432142	2	2
8.82720789858556	-0.5825025955205793	2	2
8.560111374034873	-0.793324148005882	2	2
5.340072387942121	-0.7921554620584872	2	2
-0.04783824448696619	0.29057185557515813	2	2
5.368460752379744	0.37005081016692537	2	2
4.352472744799862	1.0686846579071836	2	2
3.1725484888863353	-0.678737599002645	2	2
3.236276969672329	1.5410002338601139	2	2
7.098055086975975	-0.15981070940342318	2	2
4.414656139453328	-1.0934772873969676	2	2
4.386461684119336	-0.17290821283786947	2	2
4.462837400751433	0.5120167992748338	2	2
7.013521916543819	-0.5799088363389835	2	2
4.385646270894561	-0.49352468983357856	2	2
5.124269530191977	-0.5468086852998867	2	2
3.5858184445005095	-1.5840763703240697	2	2
3.475485004147331	0.587524128039808	2	2
3.711462882478071	-1.8230038004364042	2	2
5.705428450657784	-2.1596635212664244	2	2
3.919191221670564	-0.4882401036683415	2	2
6.918756772419338	0.39056910453692545	2	2
3.491520960967289	-0.5118579303557583	2	2
6.398057818551722	0.48268795017018346	2	2
5.678797426478582	-0.4596741774315876	2	2
3.8117929465045495	0.22176445285216362	2	2
4.959987237341059	0.4302799589626632	2	2
7.885784540034857	-0.3114796265874454	2	2
4.348447061456846	-0.7002256153068729	2	2
5.287592792897547	-1.2932710338667293	2	2
2.046912635504459	-0.16866307527731267	2	2
5.476566150709114	-1.2203633177493274	2	2
